abil,abl,account,activ,analysi,analyt,applic,assist,build,busi,candid,chang,client,communic,compani,comput,custom,data,degre,design,develop,document,drive,effect,engin,ensur,environ,excel,execut,experi,financi,function,global,good,high,identifi,implement,improv,includ,industri,inform,integr,intern,issu,key,knowledg,lead,learn,level,maintain,manag,market,meet,model,need,network,new,offic,oper,opportun,perform,plan,prefer,prepar,problem,process,product,program,project,provid,qualiti,region,relat,relev,report,requir,research,respons,review,role,sale,secur,servic,skill,softwar,solut,strategi,strong,support,team,technic,technolog,test,time,tool,understand,use,user,work,year
0.04682727231913151,0.0,0.0,0.10954218263509112,0.05321241151423004,0.2633812789345705,0.0,0.0,0.05542688901212569,0.21142188474303683,0.05766132262018146,0.0,0.3597664177196974,0.0,0.0,0.0,0.10504391297388779,0.31378286826937885,0.045305181507978416,0.10098827693216655,0.1519808822099992,0.0,0.06340880534017744,0.11426046803471754,0.0,0.0,0.0,0.0,0.05850678065736308,0.17807656709584932,0.0,0.0,0.20627084554617153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05187094749279167,0.0,0.0,0.0,0.0,0.04270126048335195,0.16197478133246876,0.0,0.0,0.0,0.0,0.4815746577942214,0.0,0.0,0.0,0.07002601724309848,0.050311967205947286,0.12369460789363657,0.14455106114080904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09688998203354902,0.12356850313206862,0.13038871002820054,0.04288201129310801,0.0,0.07446318721586487,0.0,0.0,0.0,0.0,0.0,0.03332003257607828,0.0,0.10302753875065677,0.0,0.0,0.0,0.0,0.0,0.05330286598713463,0.19372528567624245,0.09158266608262701,0.041427429458378386,0.13942451409859122,0.0,0.0,0.0,0.0,0.0,0.0504332714396774,0.09486668925513853,0.0,0.20896413406746073,0.035964365621280844
0.04680065708649551,0.0,0.0,0.10947992210762715,0.053182167157866035,0.26323158082781256,0.0,0.0,0.05539538601243581,0.21130171881476262,0.0576285496347046,0.0,0.35956193715894696,0.0,0.0,0.0,0.10498420912947544,0.3136045233942115,0.04527943138661253,0.10093087819098553,0.15189450078447697,0.0,0.06337276565599942,0.11419552577378213,0.0,0.0,0.0,0.0,0.05847352713861514,0.1779753536570657,0.0,0.0,0.20615360731579113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518414655847881,0.0,0.0,0.0,0.0,0.042676990353461196,0.16188271967111573,0.0,0.0,0.0,0.033710794011437166,0.48130094504278353,0.0,0.0,0.0,0.06998621653194886,0.05028337137609763,0.12362430354743267,0.1444689026052056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0968349126416283,0.12349827046007078,0.13031460095289807,0.04285763842981827,0.0,0.07442086454891425,0.0,0.0,0.0,0.0,0.0,0.033301094457872125,0.0,0.10296898095354495,0.0,0.0,0.0,0.0,0.0,0.05327257021913121,0.19361517796997652,0.09153061321167175,0.04140388333625895,0.13934526934026736,0.0,0.0,0.0,0.0,0.0,0.050404606664099315,0.09481276984281987,0.0,0.20884536505177081,0.035943924542605726
0.0,0.0,0.0,0.0,0.0,0.05980731734499693,0.0,0.0,0.0,0.14402590577797314,0.0,0.0,0.27231325883238994,0.04398862462964344,0.0,0.0,0.23852851895180555,0.14844221002789484,0.0,0.05732979533548153,0.08627766644496461,0.0,0.07199278853052458,0.06486425401402433,0.0,0.0,0.0,0.05556233235597498,0.06642715100639901,0.03369728796180833,0.0,0.0,0.2341948138551142,0.05312654848534022,0.11773734224807639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04848195450887831,0.0,0.0,0.0,0.0,0.07659233550372016,0.6151139436158926,0.0,0.0,0.06589685017976486,0.07950580718200216,0.057122962594556195,0.14043979697580303,0.2735328298318448,0.0,0.0,0.11540229854374714,0.06161945545352941,0.0,0.0,0.0,0.11000648805549791,0.07014831037499236,0.09869340992909136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029243729519521113,0.0,0.0,0.0,0.0,0.0,0.060518755060839896,0.21995089561903672,0.15597103928176048,0.0,0.11872435743294513,0.06111638205979315,0.23664737520067544,0.0,0.0,0.0,0.0,0.0,0.0,0.16946621928334568,0.040833050787140016
0.08230231496224198,0.0,0.44531128464259884,0.0,0.0,0.0,0.0,0.0,0.0,0.29727139226810234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09191601095924874,0.0,0.0,0.0,0.1926970607767635,0.0,0.0,0.0,0.16204030124556057,0.0,0.0,0.3084896845756578,0.10432747831672999,0.0,0.10386495498178225,0.0,0.0,0.0,0.0,0.0,0.0,0.15861440527258516,0.0,0.27350081564739115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18618063970058232,0.17784855335869723,0.0,0.0,0.0,0.0,0.0,0.0,0.32610331780420193,0.08468631186444053,0.0,0.0,0.0,0.0,0.19640360825649839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08264420841505174,0.1899519789591933,0.16325235645773967,0.05537803493649602,0.0,0.0,0.0,0.1358087582955933,0.0,0.0,0.08544329095648338,0.0,0.0,0.0,0.0,0.0,0.21843510278303283,0.0612621646772262,0.0,0.0,0.0,0.09452757028215936,0.0,0.0,0.0,0.0,0.15740124253684315,0.12641994291734912
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16452998728927723,0.0,0.31771524070111584,0.0,0.0,0.0,0.0,0.16762280982362854,0.0,0.0,0.0,0.0,0.4668663952623033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10611651484199687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34148805183634184,0.0,0.0,0.0,0.0,0.0,0.546947713797761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08103272049832916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3756650470160903,0.22629214849765716
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2170463403972929,0.0,0.0,0.0957616154385772,0.0,0.0,0.0,0.20075916739282507,0.0,0.0,0.0,0.0,0.0,0.0,0.21426423414740675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2131538961329426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2402901325085997,0.0,0.0,0.5527592699877122,0.0,0.0,0.0,0.0,0.0,0.0,0.20462079030982225,0.0,0.0,0.0,0.0,0.15917036613399063,0.15704301629971695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943271721605297,0.0,0.0,0.178036176396054,0.0,0.0,0.0,0.0,0.0,0.0,0.12765053212233682,0.0,0.0,0.22365139877614443,0.0,0.0,0.0,0.0,0.2424555572357759,0.43729769094091925,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7396074508991287,0.0,0.16613818835461266,0.0,0.0,0.0,0.0,0.40287568673393037,0.0,0.0,0.0,0.0,0.0,0.0,0.18857191540689464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16364955231374384,0.0,0.0,0.0,0.44802852446098823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11148255674144435,0.0,0.0,0.0,0.0,0.12540734029242728,0.0,0.0,0.0,0.23489013654454516,0.04575846048987727,0.10053269376555912,0.52341825013782,0.0,0.04703225382506296,0.0,0.25007999416763765,0.04150159450522027,0.03595296229458957,0.04007077768906357,0.18091185419814398,0.0,0.1509585203056012,0.13601100897115667,0.0,0.0,0.08046523030025869,0.11650621747523654,0.0,0.09421115332719779,0.0,0.09379347950310823,0.16369094407200688,0.03713290970752503,0.04114637806847349,0.0,0.04005466419626924,0.0,0.035808509647073265,0.13645057998363883,0.0,0.0,0.09105116843255986,0.0,0.0,0.0,0.04284626329032662,0.05013404891572862,0.1320730703742424,0.0,0.1606031085945423,0.14331171626574696,0.0,0.0,0.09211747638417443,0.055570746519093675,0.03992621152182123,0.09816068329537075,0.038237266157022984,0.09881720028156481,0.0,0.08066067256464586,0.043069044400920395,0.0,0.0449649812326,0.0,0.03844462989473064,0.0,0.24143686244224719,0.0,0.0,0.0,0.03731522277840182,0.0,0.0,0.025004095874540593,0.0,0.0,0.0,0.061319893653131285,0.0,0.0,0.07715810939705973,0.11191826715519769,0.0,0.08459941522103946,0.30747025658422644,0.10901627686648241,0.03287568352455561,0.13830438736475878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23689752105241862,0.05708068870237445
0.10888325111077767,0.0,0.0,0.0,0.0,0.12248336711422822,0.0,0.0,0.0,0.26218683858591146,0.044691565116479724,0.09818869301235643,0.5112143319236698,0.0,0.04593565893377461,0.0,0.2442491776169855,0.04053395139196396,0.03511469001179457,0.03913649522266894,0.17669374855887163,0.0,0.19658506770546283,0.13283980271445664,0.0,0.0,0.0785891186258787,0.11378978114705464,0.0,0.0920145443825094,0.0,0.0916066089601436,0.15987435782701867,0.0362671260001271,0.04018701711263381,0.0,0.039120757428941576,0.0,0.034973605394138976,0.13326912477462535,0.0,0.0,0.08892823708165418,0.0,0.0,0.0,0.04184726814096106,0.048965133172820044,0.1289936803286822,0.0,0.1830016040084697,0.13997028813637594,0.0,0.0,0.08996968320426456,0.054275069791276644,0.03899529973209118,0.09587198787738262,0.07469146697847492,0.09651319764109521,0.0,0.07878000399640604,0.04206485493046912,0.0,0.043916586467383174,0.0,0.03754826237432984,0.0,0.23580756747144635,0.0,0.0,0.0,0.03644518829486881,0.0,0.0,0.024421105233707347,0.0,0.0,0.0,0.0598901709278611,0.0,0.0,0.07535910591104787,0.10930880258518738,0.0,0.08262691169436524,0.3003013398266437,0.10647447453815438,0.03210916047561278,0.13507970914306278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23137406448341788,0.05574980645601082
0.0,0.0,0.0,0.0,0.0,0.0,0.0498242735118126,0.0,0.08349013359694035,0.12738684575027429,0.028951961853039963,0.0,0.030106673267613477,0.01945334802858812,0.0,0.0876727131856558,0.026371467242841385,0.013129294212392468,0.0227478980217661,0.15211975420353896,0.07631015911860485,0.027524871656180484,0.031837794034802816,0.0,0.02675219542821612,0.1388751383212807,0.02545568899400065,0.02457165682494368,0.02937646943851566,0.07451074861509302,0.0,0.02967216566692188,0.10356934909357898,0.02349446580665602,0.05206767690502778,0.0,0.025343097154749205,0.11689695091420772,0.022656500988393703,0.0,0.02604459323599916,0.0,0.0,0.030150937862095356,0.06083951003481393,0.0,0.05421875504755076,0.0,0.13927386157491126,0.10637626110054425,0.3725906660103651,0.0,0.08914489605624674,0.0,0.08742585416077055,0.597725447368764,0.10104729403401946,0.031053758450468504,0.16935244357080076,0.09378435536338607,0.043108008264969674,0.12758759200655295,0.02725033397524769,0.028054315350111204,0.0,0.06514397982755894,0.0,0.0,0.08729153355637849,0.19378093821848,0.030678873465954312,0.0,0.023609817613006737,0.054265527669322515,0.06995695950350733,0.06328164209891622,0.0,0.016730110726718383,0.06188657990226559,0.012932626395728973,0.0,0.03646497962483417,0.29291352235207363,0.0,0.0,0.02676356477083471,0.06484678493893103,0.0,0.16640691581065928,0.08750695071960228,0.1621671412280688,0.15698093956982834,0.0,0.0,0.05729154223103102,0.07596819242927842,0.0,0.03324161074141294,0.014988808450202628,0.018057840060222125
0.0,0.0,0.0,0.0,0.0,0.0,0.049231751800198155,0.0,0.08249724973983706,0.16782924280473469,0.0,0.0,0.029748637789759214,0.019222004342908536,0.0,0.08663008913080969,0.026057851693488558,0.025946315256279145,0.022477374790387878,0.15031071112517516,0.15080532233631389,0.027197539556459625,0.0629183433418503,0.0,0.02643405217178083,0.13722360325897198,0.025152964090054495,0.024279445034727277,0.029027117712418296,0.10307450953507083,0.0,0.029319297453317045,0.1023376785910242,0.023215064219597726,0.051448476124664355,0.06071950723541678,0.025041711218832186,0.11550678550774626,0.022387064671541942,0.028435773029654707,0.025734864947460488,0.0,0.0,0.029792375979510274,0.06011599259885843,0.0,0.053573973151538515,0.0,0.19266461872564566,0.10511121015529572,0.31795613233590037,0.029865607289552683,0.08808476446435476,0.0,0.08638616581018349,0.521132787330551,0.09984561638987176,0.03068446001795306,0.19124396044563124,0.09266905025513604,0.06389303688488451,0.1260702910392129,0.026926266740724923,0.027720686984301145,0.0,0.10728212107923421,0.0,0.0,0.06469008193296712,0.17020128956880434,0.03031403325183377,0.0,0.02332904423575625,0.05362018954254251,0.06912501526302517,0.07816135283398018,0.0,0.0,0.09172591570620062,0.012778828630351605,0.0,0.03603132970646316,0.33766848199529736,0.0,0.0,0.10578114523025602,0.09611341810324783,0.0,0.10276747907679634,0.08646629795009934,0.13353217692836555,0.23267112923677832,0.0,0.0,0.08491532706543055,0.10008634830039131,0.0,0.032846293866623924,0.0296211161905306,0.01784309207602912
0.06951527454771403,0.0,0.0,0.08130790587735244,0.0,0.0,0.0,0.0,0.08228144019888649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0388176610833743,0.0,0.0,0.056404058092635816,0.0813791756075129,0.0,0.0,0.0,0.0,0.07526149479384982,0.0,0.2605606552896211,0.0,0.0,0.08772779799398084,0.0,0.0,0.0,0.0,0.0,0.08640346824554643,0.0,0.0,0.0,0.0,0.0,0.0891433209084453,0.0,0.0,0.08015073863649821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07468831815617222,0.0,0.0,0.0,0.06372589522860447,0.07544429768783005,0.0,0.0,0.0,0.06420088517734976,0.07191678447639889,0.0,0.0,0.0,0.0,0.0,0.06980404913745723,0.0,0.13788837391666858,0.1403223944899795,0.0,0.09892744538607437,0.09148596434025505,0.03823619916091657,0.0,0.0,0.0,0.0,0.08806617364620903,0.0,0.0,0.0,0.0,0.051744063321650206,0.1598194344447751,0.0,0.8159283594871195,0.07984113209339598,0.2540795757896345,0.0,0.07041499133304566,0.0,0.04431544278400012,0.0
